Cueanexo,id_localidad,Total de hogares,Hogares con población de 3 a 17,Poblacion de 3 a 17
62140000,6609004,"0,290865","0,279167","0,269886"
62140100,6609026,"0,156983","0,141638","0,14876"
62140200,6609031,"0,208045","0,173452","0,178984"
62140300,6707021,"0,158776","0,138825","0,153621"
62140400,6707020,"0,158776","0,138825","0,153621"
62140500,6469020,"0,293388","0,319767","0,351266"
62140600,6483011,"0,149326","0,125401","0,131843"
62140700,6042001,"0,250921","0,223214","0,244457"
62140800,6351008,"0,189712","0,153268","0,153794"
62140900,6351014,"0,36625","0,2875","0,273148"
62141000,6224002,"0,296165","0,2975","0,321875"
62141100,6707020,"0,208333","0,198864","0,185547"
62141200,6497009,"0,179157","0,136814","0,147059"
62141300,6742015,"0,216071","0,261364","0,235294"
62141400,6014015,"0,214674","0,222222","0,223214"
62141500,6791029,"0,226562","0,25","0,257692"
62141600,6609014,"0,370192","0,358553","0,393382"
62141700,6218055,"0,168605","0,147569","0,140399"
62141800,6707006,"0,206395","0,2125","0,26875"
62141900,6609026,"0,35","0,4375","0,461957"
62142000,6798013,"0,257212","0,246711","0,251786"
62142100,6351012,"0,170801","0,141949","0,165441"
62142200,6707020,"0,15625","0,125665","0,133052"
62142300,6784001,"0,161557","0,194853","0,200758"
62142500,6882012,"0,279842","0,284146","0,31495"
62142600,6707020,"0,243557","0,178409","0,192876"
62142700,6147015,"0,255609","0,228571","0,251603"
62142800,6140003,"0,240625","0,3","0,361842"
62142900,6693011,"0,202002","0,184823","0,196355"
62143000,6707020,"0,158776","0,138825","0,153621"
62143100,6707007,"0,255482","0,234375","0,263158"
62143200,6742015,"0,216071","0,261364","0,235294"
62143300,6784006,"0,217045","0,206731","0,225543"
62143400,6784005,"0,256579","0,284091","0,326087"
62143600,6833017,"0,213275","0,211904","0,233602"
62143900,6728014,"0,270081","0,270752","0,309972"
62144000,6231014,"0,273566","0,325","0,332386"
62144100,6854001,"0,234797","0,2375","0,258013"
62144200,6287008,"0,279948","0,265625","0,230978"
62144400,6854031,"0,274235","0,229911","0,268029"
62144600,6203004,"0,133143","0,112374","0,133117"
62144800,6203004,"0,190104","0,2","0,211397"
62144900,6448008,"0,15625","0,1875","0,225"
62145000,6154025,"0,31994","0,392857","0,429348"
62145200,6392014,"0,315341","0,339286","0,364224"
62145300,6623033,"0,237106","0,225379","0,247335"
62145400,6672024,"0,291667","0,2925","0,301389"
62145500,6455022,"0,236742","0,298077","0,317935"
62145600,6854001,"0,294304","0,283482","0,289402"
62145700,6287008,"0,257353","0,25625","0,248476"
62145800,6287004,"0,279948","0,265625","0,230978"
62145900,6287008,"0,235937","0,265","0,26875"
62146000,6287007,"0,285156","0,316406","0,358796"
62146100,6483009,"0,187627","0,183505","0,200321"
62146200,6854039,"0,253472","0,246324","0,256466"
62146300,6483012,"0,170709","0,166016","0,162736"
62146400,6483020,"0,175512","0,156435","0,173455"
62146500,6483012,"0,24363","0,258376","0,292203"
62146600,6693017,"0,215426","0,232955","0,248355"
62146700,6693025,"0,1825","0,165598","0,186503"
62146800,6483010,"0,187627","0,183505","0,200321"
62146900,6854024,"0,2029","0,185044","0,202808"
62147000,6007034,"0,240169","0,254464","0,283088"
62147100,6014001,"0,259868","0,453125","0,492188"
62147200,6042001,"0,279514","0,286184","0,317188"
62147300,6105028,"0,238333","0,228125","0,251953"
62147400,6413012,"0,164948","0,139113","0,145408"
62147500,6277005,"0,181744","0,170633","0,188419"
62147600,6161001,"0,190534","0,182082","0,189741"
62147800,6042001,"0,245833","0,234375","0,28125"
62147900,6203004,"0,190104","0,2","0,211397"
62148000,6602018,"0,221774","0,19769","0,205064"
62148100,6007041,"0,219216","0,213235","0,206897"
62148200,6007002,"0,240169","0,254464","0,283088"
62148300,6392014,"0,207836","0,186934","0,207402"
62148400,6007021,"0,206395","0,129464","0,143229"
62148500,6175002,"0,217928","0,244792","0,296875"
62148600,6315020,"0,233108","0,196934","0,226562"
62148700,6105028,"0,241912","0,261111","0,270182"
62148800,6105051,"0,196513","0,184204","0,20843"
62148900,6105028,"0,268581","0,276042","0,313084"
62149000,6077001,"0,220588","0,264583","0,285714"
62149100,6056003,"0,174072","0,158636","0,177037"
62149200,6413012,"0,214789","0,191723","0,201747"
62149300,6203004,"0,210526","0,25","0,230114"
62149600,6413012,"0,189732","0,203125","0,203125"
62149700,6602018,"0,221774","0,19769","0,205064"
62149800,6315013,"0,294318","0,28125","0,321429"
62149900,6322005,"0,193182","0,125","0,0875"
62150000,6007029,"0,242021","0,259615","0,223958"
62150100,6175002,"0,165583","0,132106","0,140203"
62150200,6277010,"0,225053","0,230729","0,24141"
62150300,6070001,"0,182692","0,2","0,245833"
62150400,6196027,"0,263889","0,292969","0,38125"
62150600,6154023,"0,258333","0,276786","0,264881"
62150700,6497009,"0,122234","0,100776","0,111874"
62150800,6175008,"0,298491","0,313525","0,325595"
62151000,6322005,"0,236111","0,296875","0,302083"
62151100,6315006,"0,265625","0,231618","0,247845"
62151200,6315007,"0,265625","0,231618","0,247845"
62151400,6819001,"0,252193","0,297794","0,320833"
62151600,6623031,"0,283967","0,290865","0,272866"
62151700,6847004,"0,213287","0,183333","0,197774"
62151800,6574017,"0,299107","0,298913","0,289931"
62152000,6875001,"0,24656","0,290179","0,33375"
62152100,6476023,"0,244597","0,229433","0,241886"
62152200,6581018,"0,23002","0,251953","0,227163"
62152300,6602018,"0,221774","0,19769","0,205064"
62152400,6602003,"0,259698","0,215278","0,263393"
62152500,6063001,"0,202712","0,226351","0,232906"
62152600,6413012,"0,202154","0,202397","0,224169"
62152700,6399028,"0,156808","0,123153","0,136576"
62152800,6399005,"0,176199","0,147211","0,168811"
62152900,6602018,"0,221774","0,19769","0,205064"
62153000,6714023,"0,331522","0,394397","0,407051"
62153100,6714005,"0,256917","0,240169","0,240027"
62153200,6154003,"0,275735","0,257812","0,303571"
62153300,6602025,"0,194079","0,183468","0,206731"
62153400,6665014,"0,246094","0,25","0,214286"
62153500,6749021,"0,360047","0,35746","0,365085"
62153600,6679020,"0,309122","0,30276","0,309735"
62153700,6791014,"0,160112","0,146008","0,15625"
62153800,6553003,"0,196321","0,180071","0,199924"
62153900,6196001,"0,291667","0,320312","0,363636"
62154000,6175014,"0,217928","0,244792","0,296875"
62154100,6154025,"0,259861","0,260279","0,287949"
62154200,6791034,"0,210938","0,211538","0,226974"
62154300,6875034,"0,228693","0,215909","0,215461"
62154500,6784007,"0,161557","0,194853","0,200758"
62154600,6784006,"0,185144","0,152791","0,172569"
62154700,6505011,"0,16028","0,144439","0,163656"
62154800,6098026,"0,219043","0,231379","0,253727"
62154900,6134006,"0,187822","0,179069","0,19324"
62155000,6252001,"0,336562","0,326923","0,349597"
62155100,6770008,"0,273549","0,258947","0,276508"
62155200,6882012,"0,469891","0,480159","0,46875"
62155400,6686032,"0,205682","0,208984","0,245283"
62155500,6714023,"0,293977","0,319952","0,361413"
62155700,6469018,"0,229249","0,197852","0,210029"
62155800,6469008,"0,200708","0,159656","0,168513"
62156100,6161011,"0,282258","0,296875","0,3"
62156200,6224002,"0,189325","0,189181","0,211536"
62156400,6224015,"0,289332","0,268895","0,27114"
62156600,6392014,"0,247917","0,319444","0,370192"
62156700,6826013,"0,238426","0,244792","0,246875"
62156800,6826012,"0,238426","0,244792","0,246875"
62157000,6588027,"0,242473","0,226415","0,236742"
62157100,6588015,"0,219512","0,227941","0,234375"
62157200,6588005,"0,213956","0,177266","0,200908"
62157300,6588002,"0,247659","0,217857","0,225347"
62157400,6588009,"0,2875","0,322917","0,353516"
62157600,6231008,"0,207176","0,209821","0,2325"
62157800,6693017,"0,288043","0,25","0,274306"
62157900,6693017,"0,202002","0,184823","0,196355"
62158000,6693017,"0,202002","0,184823","0,196355"
62158100,6595027,"0,28125","0,319444","0,384868"
62158200,6595027,"0,175","0,3125","0,35625"
62158300,6322005,"0,212054","0,197115","0,2225"
62158400,6448008,"0,195833","0,238971","0,272917"
62158600,6049005,"0,196663","0,190874","0,197878"
62158800,6049005,"0,2875","0,26","0,302989"
62158900,6105028,"0,238333","0,228125","0,251953"
62159000,6595027,"0,253552","0,271925","0,30416"
62159100,6672040,"0,225","0,181818","0,1875"
62159200,6189028,"0,176048","0,131974","0,138214"
62159300,6189015,"0,177083",0,0
62159500,6203004,"0,201389","0,259615","0,265625"
62159600,6581027,"0,23382","0,205833","0,200368"
62159700,6210001,"0,225421","0,224931","0,2514"
62159800,6329003,"0,193565","0,187833","0,203579"
62159900,6455020,"0,262019","0,260417","0,258152"
62160100,6476023,"0,228423","0,217803","0,237723"
62160200,6595027,"0,212583","0,195543","0,217764"
62160300,6672024,"0,228709","0,211538","0,212209"
62160400,6525008,"0,201311","0,180674","0,1952"
62160500,6875026,"0,262422","0,277331","0,302667"
62160600,6770044,"0,257155","0,295276","0,330562"
62160700,6655014,"0,241288","0,228084","0,235772"
62160800,6224024,"0,296165","0,2975","0,321875"
62160900,6266006,"0,217169","0,231707","0,251927"
62161000,6385008,"0,24349","0,243056","0,208984"
62161100,6623013,"0,250104","0,258958","0,291421"
62161200,6623018,"0,267857","0,289062","0,284722"
62161300,6105012,"0,268581","0,276042","0,313084"
62161400,6406009,"0,235162","0,242188","0,273727"
62161500,6063001,"0,210938","0,239583","0,255435"
62161600,6707020,"0,15625","0,125665","0,133052"
62161700,6532011,"0,216346","0,28125","0,322917"
62161800,6413030,"0,189732","0,203125","0,203125"
62161900,6630015,"0,279356","0,30819","0,33724"
62162000,6343020,"0,177524","0,151121","0,172232"
62162100,6770017,"0,359096","0,366443","0,396157"
62162200,6595027,"0,17875","0,169271","0,165179"
62162300,6049035,"0,277778","0,347222","0,34375"
62162400,6119003,"0,193015","0,286184","0,3"
62162500,6203022,"0,241071","0,177083","0,15625"
62162600,6266008,"0,209375","0,214154","0,238043"
62162700,6826015,"0,315878","0,360294","0,3775"
62162800,6854001,"0,276786","0,290441","0,351974"
62162900,6714023,"0,283203","0,29375","0,298295"
62163000,6505018,"0,19863","0,1875","0,208051"
62163100,6483001,"0,179626","0,159722","0,183866"
62163200,6070001,"0,233364","0,226203","0,237195"
62163300,6385013,"0,218194","0,210426","0,231313"
62163400,6784006,"0,177083","0,1875","0,197115"
62163500,6063003,"0,219397","0,213542","0,222656"
62163600,6105039,"0,241912","0,261111","0,270182"
62163700,6505012,"0,19863","0,1875","0,208051"
62163800,6505025,"0,19863","0,1875","0,208051"
62163900,6105027,"0,21","0,236111","0,232143"
62164000,6763008,"0,215126","0,211433","0,224482"
62164100,6595027,"0,27798","0,26727","0,288352"
62164200,6672029,"0,212121","0,259615","0,238636"
62164300,6651004,"0,167092","0,151786","0,125"
62164400,6448008,"0,148585","0,096875","0,105357"
62164500,6798016,"0,277218","0,286765","0,276786"
62164600,6707030,"0,220339","0,236607","0,246711"
62164700,6693017,"0,273611","0,279605","0,294922"
62164800,6588044,"0,175069","0,158973","0,172472"
62164900,6231002,"0,1875","0,245192","0,279891"
62165000,6875053,"0,224409","0,142857","0,153409"
62165100,6595027,"0,272222","0,25","0,296196"
62165200,6469025,"0,257143","0,275","0,275568"
62165300,6672033,"0,258065","0,257812","0,225"
62165400,6469018,"0,229249","0,197852","0,210029"
62165500,6469015,"0,172577","0,149357","0,162161"
62165600,6574017,"0,260691","0,301471","0,317029"
62165700,6280022,"0,203506","0,169397","0,172826"
62165800,6203004,"0,210526","0,25","0,230114"
62165900,6547004,"0,203869","0,240132","0,28125"
62166000,6063001,"0,254464","0,283333","0,290625"
62166100,6547021,"0,178632","0,157955","0,151875"
62166200,6343003,"0,22637","0,219651","0,237466"
62166400,6686023,"0,220238","0,3125","0,356618"
62166500,6070001,"0,182692","0,2","0,245833"
62166600,6315017,"0,265625","0,231618","0,247845"
62166700,6826027,"0,136392","0,117438","0,118731"
62166800,6875052,"0,228693","0,215909","0,215461"
62166900,6112025,"0,252976","0,322917","0,348684"
62167000,6476023,"0,245312","0,234375","0,180288"
62167100,6630015,"0,279356","0,30819","0,33724"
62167200,6791044,"0,225059","0,22823","0,233065"
62167300,6505026,"0,16028","0,144439","0,163656"
62167400,6826005,"0,3125","0,317308","0,326389"
62167500,6315006,"0,233108","0,196934","0,226562"
62167600,6505017,"0,19863","0,1875","0,208051"
62167700,6063001,"0,241908","0,18064","0,195697"
62167800,6399011,"0,235714","0,246711","0,283203"
62167900,6399011,"0,156808","0,123153","0,136576"
62168000,6455007,"0,262019","0,260417","0,258152"
62168100,6105026,"0,198396","0,147297","0,160032"
62168200,6833026,"0,203416","0,233696","0,275763"
62168300,6448020,"0,149603","0,135776","0,150762"
62168400,6679018,"0,257292","0,282738","0,310976"
62168500,6287008,"0,28625","0,326923","0,335366"
62168600,6399004,"0,239224","0,305556","0,348214"
62168700,6574009,"0,260691","0,301471","0,317029"
62168800,6329017,"0,216783","0,184821","0,201446"
62168900,6700013,"0,26237","0,224537","0,241667"
62169000,6105025,"0,268581","0,276042","0,313084"
62169100,6707015,"0,243557","0,178409","0,192876"
62169200,6602018,"0,221774","0,19769","0,205064"
62169300,6021015,"0,22627","0,219968","0,248239"
62169400,6392010,"0,315341","0,339286","0,364224"
62169500,6287009,"0,257353","0,25625","0,248476"
62169600,6511004,"0,319853","0,307692","0,402174"
62169700,6266014,"0,210021","0,18563","0,203277"
62169800,6105001,"0,294118","0,301136","0,315"
62169900,6315022,"0,294318","0,28125","0,321429"
62170100,6266011,"0,209375","0,214154","0,238043"
62170200,6791056,"0,25","0,23125","0,23125"
62170300,6826010,"0,315878","0,360294","0,3775"
62170400,6119003,"0,21875","0,209239","0,251689"
62170500,6448008,"0,190972","0,265625","0,3125"
62170600,6707020,"0,208333","0,198864","0,185547"
62170700,6714001,"0,230255","0,194343","0,201968"
62170800,6791031,"0,226064","0,2075","0,200658"
62170900,6049037,"0,197222","0,198864","0,214286"
62171000,6077001,"0,267361","0,25","0,3125"
62172400,6357009,"0,21947","0,202247","0,217543"
62172500,6357020,"0,282177","0,297611","0,327168"
62172600,6840002,"0,102403","0,071477","0,078532"
62172700,6560005,"0,277128","0,280194","0,303064"
62172800,6091001,"0,207392","0,210812","0,233882"
62173000,6638012,"0,178896","0,189617","0,211051"
62173500,6351001,"0,246761","0,177521","0,200549"
62173600,6035011,"0,164893","0,157075","0,177718"
62173800,6336011,"0,234187","0,193015","0,214583"
62173900,6091001,"0,234606","0,239737","0,260598"
62174000,6277001,"0,181744","0,170633","0,188419"
62174100,6134006,"0,251398","0,24559","0,272108"
62174200,6630015,"0,269153","0,244318","0,259964"
62174300,6679016,"0,274575","0,276471","0,299301"
62174400,6154003,"0,195743","0,173724","0,174312"
62174500,6252001,"0,256263","0,264205","0,289381"
62174600,6595027,"0,221983","0,201651","0,212629"
62174800,6427007,"0,202202","0,194487","0,211441"
62174900,6778008,"0,206165","0,214228","0,249932"
62175000,6406003,"0,183413","0,151488","0,172486"
62175100,6252005,"0,341218","0,353246","0,376539"
62175300,6357020,"0,198089","0,188222","0,198184"
62175400,6252005,"0,193337","0,20957","0,217322"
62175800,6427024,"0,145244","0,134546","0,15096"
62176100,6515001,"0,307452","0,308388","0,326694"
62176300,6392014,"0,214073","0,202872","0,209343"
62176400,6357020,"0,131356","0,106259","0,117594"
62176500,6638012,"0,228832","0,243193","0,265414"
62176800,6427012,"0,112823","0,086859","0,099093"
62176900,6252006,"0,17053","0,156484","0,168209"
62177000,6420004,"0,234119","0,234322","0,256564"
62177300,6441026,"0,110842","0,08917","0,103888"
62177400,6413012,"0,165345","0,156025","0,172991"
62177600,6638002,"0,316315","0,329578","0,351418"
62177700,6329003,"0,193565","0,187833","0,203579"
62177800,6420009,"0,19631","0,183607","0,198537"
62178100,6245005,"0,174495","0,161195","0,181475"
62178200,6760005,"0,129827","0,112437","0,122684"
62178300,6707020,"0,191774","0,174713","0,190807"
62178500,6056003,"0,200511","0,196832","0,214263"
62178600,6056003,"0,113169","0,087724","0,094049"
62178700,6056003,"0,15112","0,128525","0,146451"
62178800,6056003,"0,108623","0,069574","0,071375"
62178900,6357020,"0,136293","0,110148","0,123039"
62179300,6568004,"0,205143","0,191924","0,205401"
62179500,6392014,"0,243748","0,235985","0,250416"
62179900,6515001,"0,307452","0,308388","0,326694"
62180000,6742006,"0,21875","0,322917","0,381944"
62180200,6035011,"0,100764","0,069612","0,076907"
62180300,6035001,"0,100764","0,069612","0,076907"
62180400,6861007,"0,156085","0,146213","0,171467"
62180500,6515001,"0,307452","0,308388","0,326694"
62180700,6357020,"0,282177","0,297611","0,327168"
62180800,6126005,"0,125082","0,115585","0,134559"
62180900,6441026,"0,086361","0,049528","0,047864"
62181100,6260007,"0,244789","0,239577","0,253096"
62181300,6770039,"0,306875","0,299419","0,335843"
62181400,6560009,"0,303535","0,30031","0,329187"
62181600,6274005,"0,211009","0,211864","0,233514"
62181700,6515003,"0,291013","0,286368","0,305741"
62181800,6119018,"0,253714","0,282756","0,311683"
62181900,6119005,"0,063046","0,055556","0,047697"
62182000,6630017,"0,269153","0,244318","0,259964"
62182100,6112019,"0,270936","0,232264","0,230403"
62182200,6294020,"0,189622","0,167671","0,182608"
62182300,6351006,"0,166814","0,144432","0,153571"
62182400,6497009,"0,122234","0,100776","0,111874"
62182500,6497009,"0,202693","0,20811","0,225316"
62182600,6497009,"0,183831","0,171196","0,186613"
62182900,6707020,"0,196968","0,181917","0,194653"
62183100,6371004,"0,097191","0,074522","0,084715"
62183200,6868005,"0,209375","0,225899","0,246042"
62183300,6658008,"0,115422","0,095402","0,116541"
62183500,6658008,"0,161995","0,159897","0,185913"
62183600,6266006,"0,154617","0,138913","0,150241"
62183700,6623015,"0,175722","0,153072","0,15625"
62183900,6035003,"0,100764","0,069612","0,076907"
62184000,6070001,"0,129097","0,09705","0,109044"
62184100,6581018,"0,123129","0,105257","0,114583"
62184200,6581021,"0,23885","0,238557","0,259196"
62184300,6770034,"0,190088","0,190757","0,218934"
62184500,6274005,"0,237571","0,231278","0,249814"
62184600,6658005,"0,137742","0,117198","0,131153"
62185000,6315006,"0,230432","0,230443","0,253068"
62185100,6707020,"0,196968","0,181917","0,194653"
62185700,6441026,"0,085253","0,055147","0,06137"
62185800,6441001,"0,296098","0,305811","0,332713"
62185900,6441026,"0,107029","0,09604","0,111276"
62186200,6568004,"0,150997","0,129419","0,140639"
62186300,6568001,"0,260889","0,253831","0,271228"
62186400,6091001,"0,150058","0,135365","0,145095"
62186500,6056003,"0,182843","0,180085","0,20185"
62186900,6490005,"0,298541","0,301635","0,330847"
62187200,6760005,"0,243675","0,242822","0,261222"
62187300,6532011,"0,128176","0,089805","0,100277"
62187400,6490007,"0,143958","0,11311","0,125"
62187500,6515001,"0,249074","0,238887","0,25917"
62187600,6260007,"0,326993","0,33367","0,362572"
62187700,6483012,"0,196072","0,178701","0,2035"
62187800,6588002,"0,23668","0,239082","0,259338"
62188300,6091001,"0,2038","0,198511","0,216175"
62188400,6560008,"0,152253","0,145771","0,158844"
62188600,6441041,"0,147586","0,144388","0,157131"
62188700,6644006,"0,130515","0,115681","0,119872"
62188800,6539005,"0,211995","0,212476","0,235218"
62188900,6497009,"0,213755","0,203682","0,22425"
62189200,6560009,"0,303535","0,30031","0,329187"
62189300,6560006,"0,1677","0,151534","0,162508"
62189700,6357020,"0,120496","0,060807","0,067745"
62189800,6274013,"0,302231","0,300829","0,324377"
62189900,6469015,"0,222314","0,218245","0,241064"
62190100,6763010,"0,226716","0,221665","0,265026"
62190300,6784006,"0,192624","0,187188","0,209058"
62190700,6441061,"0,115708","0,091897","0,103106"
62190800,6441026,"0,107447","0,099609","0,105676"
62190900,6091013,"0,138072","0,121039","0,140045"
62191100,6490024,"0,285104","0,28174","0,299989"
62191200,6441026,"0,112833","0,096154","0,105629"
62191300,6819021,"0,142959","0,113955","0,125683"
62191500,6515003,"0,214556","0,203234","0,217525"
62191600,6638012,"0,299975","0,31423","0,340153"
62191700,6434007,"0,223673","0,221807","0,243115"
62191800,6091001,"0,19359","0,193202","0,215148"
62192000,6357020,"0,109021","0,070647","0,074806"
62192200,6805006,"0,267072","0,262813","0,280281"
62192300,6658041,"0,19283","0,191681","0,211767"
62192500,6756002,"0,183435","0,189898","0,214515"
62192800,6749021,"0,084309","0,044493","0,046617"
62192900,6595027,"0,138304","0,115597","0,12441"
62193200,6595027,"0,138304","0,115597","0,12441"
62193300,6490001,"0,089535","0,064105","0,070893"
62193400,6091001,"0,242172","0,237912","0,261253"
62193500,6686029,"0,167627","0,147775","0,167209"
62193700,6490004,"0,148801","0,121462","0,132238"
62193900,6126005,"0,125082","0,115585","0,134559"
62194100,6252001,"0,209901","0,200463","0,20955"
62194200,6252001,"0,314081","0,317442","0,337811"
62194300,6260005,"0,110501","0,085691","0,101932"
62194400,6252001,"0,256263","0,264205","0,289381"
62194500,6028008,"0,229769","0,216727","0,230705"
62194600,6441026,"0,100884","0,05985","0,066041"
62194700,6252001,"0,314081","0,317442","0,337811"
62194800,6410002,"0,204789","0,183511","0,196849"
62195000,6252007,"0,187309","0,172158","0,181259"
62195200,6490007,"0,197913","0,184502","0,203691"
62195400,6260007,"0,181596","0,182042","0,202365"
62195500,6028013,"0,227334","0,236475","0,2573"
62195600,6568001,"0,097996","0,084701","0,092246"
62195700,6028013,"0,177861","0,17146","0,191728"
62196000,6560060,"0,331374","0,33603","0,358046"
62196200,6805009,"0,225769","0,215689","0,231565"
62196300,6805016,"0,115966","0,087317","0,085424"
62196400,6805009,"0,155961","0,120959","0,128629"
62196500,6805022,"0,213777","0,191014","0,199401"
62196600,6252006,"0,235016","0,238936","0,253925"
62196700,6274013,"0,302231","0,300829","0,324377"
62196800,6042011,"0,235849","0,255682","0,264803"
62197000,6760005,"0,241518","0,239423","0,253158"
62197100,6147018,"0,284801","0,366319","0,402397"
62197200,6497008,"0,101793","0,0853","0,095173"
62197500,6623015,"0,267857","0,289062","0,284722"
62197600,6630015,"0,29375","0,296875","0,3125"
62197700,6091001,"0,145066","0,120512","0,139264"
62197800,6410002,"0,128925","0,102628","0,106925"
62197900,6490005,"0,331395","0,309375","0,308468"
62198100,6505012,"0,19863","0,1875","0,208051"
62198200,6091001,"0,207392","0,210812","0,233882"
62198300,6301009,"0,252907","0,25","0,238095"
62198500,6532013,"0,18125","0,205492","0,216518"
62198700,6515001,"0,327315","0,32399","0,34135"
62199000,6833027,"0,165852","0,154731","0,171218"
62199300,6364003,"0,14824","0,141377","0,15395"
62199500,6364003,"0,14824","0,141377","0,15395"
62199600,6441026,"0,115359","0,091555","0,102774"
62199800,6882010,"0,20316","0,206991","0,227779"
62199900,6280002,"0,19882","0,172798","0,18274"
62200700,6413012,"0,202154","0,202397","0,224169"
62200800,6420004,"0,234119","0,234322","0,256564"
62200900,6560006,"0,338461","0,344059","0,36648"
62201000,6441061,"0,110842","0,08917","0,103888"
62201200,6434030,"0,160048","0,144598","0,154153"
62201300,6658008,"0,144357","0,11882","0,136263"
62201400,6658008,"0,08977","0,052111","0,061663"
62201500,6515001,"0,249074","0,238887","0,25917"
62201600,6658008,"0,124609","0,099807","0,113051"
62201800,6658008,"0,117968","0,09069","0,102649"
62201900,6763008,"0,132724","0,131458","0,142705"
62202000,6840011,"0,142153","0,124581","0,139142"
62202100,6490004,"0,175148","0,162792","0,182821"
62202200,6357020,"0,071688","0,041667","0,041583"
62202400,6833027,"0,165852","0,154731","0,171218"
62202500,6427005,"0,238576","0,23471","0,254341"
62202600,6434008,"0,152132","0,137529","0,150796"
62202700,6749021,"0,18324","0,18524","0,205263"
62202800,6357020,"0,11297","0,064976","0,074115"
62202900,6805029,"0,278544","0,279919","0,300928"
62203000,6427013,"0,136093","0,118273","0,126735"
62203100,6560006,"0,264285","0,264574","0,286851"
62203200,6861007,"0,111674","0,074744","0,079068"
62203300,6568004,"0,095104","0,067884","0,068175"
62203500,6861007,"0,156085","0,146213","0,171467"
62203600,6861012,"0,103088","0,063103","0,071968"
62203700,6638002,"0,271134","0,2628","0,280437"
62203800,6490004,"0,188201","0,169352","0,18916"
62204000,6280018,"0,203506","0,169397","0,172826"
62204100,6274001,"0,206854","0,201431","0,218304"
62204200,6539005,"0,171659","0,152816","0,169864"
62204400,6126005,"0,241326","0,243491","0,275298"
62204500,6476029,"0,163686","0,121131","0,126976"
62204600,6568004,"0,260889","0,253831","0,271228"
62204700,6763008,"0,183072","0,192891","0,227369"
62204800,6252001,"0,276038","0,266342","0,285427"
62204900,6252001,"0,276101","0,284973","0,304246"
62205100,6427005,"0,271114","0,269772","0,285421"
62205200,6427005,"0,271114","0,269772","0,285421"
62205300,6469015,"0,172577","0,149357","0,162161"
62205400,6056003,"0,12665","0,105487","0,122136"
62205500,6560006,"0,290751","0,297185","0,317252"
62205600,6260007,"0,181596","0,182042","0,202365"
62205700,6595027,"0,174646","0,161876","0,181213"
62205800,6274014,"0,271943","0,268621","0,29134"
62205900,6658008,"0,241971","0,252929","0,275727"
62206000,6028003,"0,133776","0,1071","0,116348"
62206100,6658009,"0,24866","0,24849","0,266048"
62206200,6028006,"0,273606","0,269761","0,286337"
62206400,6427015,"0,165649","0,166232","0,181932"
62206600,6028009,"0,271756","0,274967","0,294727"
62206700,6791044,"0,155454","0,140294","0,151242"
62206800,6357009,"0,249441","0,244945","0,269161"
62206900,6658005,"0,172274","0,173399","0,195647"
62207400,6441026,"0,127378","0,099867","0,109821"
62207500,6826029,"0,172329","0,154782","0,163155"
62207600,6427011,"0,107555","0,1029","0,119051"
62207700,6861009,"0,085312","0,040024","0,039352"
62207800,6091006,"0,177683","0,17157","0,191555"
62207900,6560006,"0,242254","0,245278","0,263805"
62208100,6497009,"0,173656","0,165297","0,174705"
62208200,6638012,"0,130381","0,110465","0,108585"
62208300,6784003,"0,208594","0,188844","0,199003"
62208400,6532011,"0,20921","0,20857","0,224174"
62208500,6329013,"0,209224","0,202096","0,220175"
62208600,6728018,"0,241667","0,227896","0,257305"
62208700,6728007,"0,26125","0,225","0,268382"
62208701,6728011,"0,24513","0,224537","0,255319"
62208800,6623021,"0,237745","0,215413","0,232304"
62208900,6462001,"0,234423","0,216628","0,237759"
62209000,6049005,"0,234601","0,183468","0,17"
62209100,6154005,"0,275351","0,259973","0,288194"
62209200,6371007,"0,149318","0,136308","0,150302"
62209800,6882010,"0,20316","0,206991","0,227779"
62209900,6274005,"0,150962","0,142146","0,156349"
62210000,6434031,"0,118617","0,085725","0,093082"
62210100,6560006,"0,264285","0,264574","0,286851"
62210200,6427016,"0,31006","0,315997","0,340093"
62210300,6441026,"0,116619","0,081751","0,085641"
62210301,6056003,"0,134948","0,102482","0,107973"
62210302,6427007,"0,186458","0,177562","0,195969"
62210303,6441026,"0,085253","0,055147","0,06137"
62210304,6035001,"0,093823","0,056243","0,062079"
62210305,6274031,"0,163649","0,149638","0,165311"
62210306,6427005,"0,304806","0,312713","0,337324"
62210307,6434012,"0,098298","0,062283","0,0683"
62210308,6357020,"0,125205","0,08771","0,104354"
62210309,6560006,"0,119618","0,100788","0,127542"
62210310,6371007,"0,171885","0,155986","0,163792"
62210400,6756003,"0,183103","0,179099","0,189474"
62210500,6490001,"0,255987","0,24524","0,269604"
62210600,6035006,"0,181482","0,178332","0,196993"
62210800,6434031,"0,094222","0,06537","0,071792"
62211000,6525008,"0,317213","0,330304","0,364638"
62211300,6861005,"0,196641","0,212233","0,230429"
62211400,6602024,"0,193468","0,142442","0,155652"
62211500,6760004,"0,135754","0,116138","0,124905"
62211600,6861010,"0,085474","0,049628","0,050104"
62211800,6630015,"0,202408","0,207237","0,227539"
62211900,6218012,"0,182377","0,140625","0,132102"
62212000,6399008,"0,156808","0,123153","0,136576"
62212100,6778008,"0,206165","0,214228","0,249932"
62212200,6329002,"0,242857","0,269397","0,273305"
62212300,6497009,"0,311643","0,309265","0,325189"
