id,Localidad
86147028,VILLA RIO HONDO
86147045,DIQUE FRONTAL
86105999,NO FIGURA EN TABLA
86105010,SANTA BARBARA
86105043,RIO PINTO
86042028,SANTA LUCIA
86042027,LA CAROLINA
86056066,SAN JOSE
86056013,EL 60
86084045,LAS JUNTAS
86119047,EL ROSARIO
86189005,CAMPO ALEGRE
86105045,LA RESBALOSA
86105035,SAN JUAN
86105044,LA REVANCHA
86077034,LA ESTANCIA
86014001,AHI VEREMOS
86140050,EL BAJO
86049044,PUESTO NUEVO
90063080,OHUANTA
90070083,RINCON DE BALDERRAMA
90077043,MONTE BELLO
90063097,EX INGENIO MERCEDES
90063073,MALA MALA
90105084,TAFI VIEJO
90021079,MUYO
90021070,LOS GUCHEAS
90007110,EL TAJAMAR
90007253,PUESTO DEL MEDIO
90007186,LA VIRGINIA
90014006,BAJO GRANDE
90014001,AGUA DULCE
90091005,ARROYO ATAHONA
90049080,"SAN IGNACIO,ESTACION KM19"
90056004,AGUA SALADA
90028012,COLONIA 8 BELLA VISTA
90070048,LA CIENAGA
90070094,TENIENTE BERDINA
90007001,7 DE ABRIL
90021048,ILTICO
90021078,MONTE RICO VIEJO
90021046,GASTONA SUR
90007022,BOCA DEL TIGRE
90098082,EL POTRERILLO/POTRERILLO
90056044,EL QUIMIL
90014193,LOS GUTIERREZ
90035064,GRAMAJOS/LOS GRAMAJOS
90105001,ALTO DE ANFAMA
90077017,EL TUSCAL
2114001,CIUDAD DE BUENOS AIRES
2105001,CIUDAD DE BUENOS AIRES
6427006,GREGORIO DE LAFERRERE
6357020,MAR DEL PLATA
6840011,MARTIN CORONADO
6371007,GENERAL SAN MARTIN
6371027,VILLA LYNCH
6119008,GOMEZ
6274007,INGENIERO JUAN ALLAN
6091021,LOS MANZANOS
6448013,SAN JORGE
6371003,CIUDAD JARDIN DEL LIBERTADOR
6875002,BALNEARIO CHAPALCO (LAGUNA CHASICO)
6602017,JOSE B. CASAS
6595008,COLONIA NIEVAS
6483022,EMPALME LOBOS(MAGNASCO)
6770009,EL IDEAL
6427029,VILLA DORREGO
6218022,MANANTIALES
6547014,SAN MIGUEL DEL MONTE
6568002,EL PALOMAR
6826022,LA ZANJA
6441026,LA PLATA
6515005,TORTUGUITAS
6655003,LAS TAHONAS
6505006,JOSE FERRARI
6505013,VERGARA
6505012,ROBERTO PAYRO
6119009,GOMEZ DE LA VEGA
6343003,LOMA VERDE
6028003,BURZACO
6490005,LOMAS DE ZAMORA
6035001,AVELLANEDA
6351024,PERISEE
6574017,NAVARRO
6658009,SAN FRANCISCO SOLANO
6658010,VILLA LA FLORIDA
6665005,EL PARAISO
6595028,POURTALE
6798002,CAMPODONICO
6861007,MUNRO
6581018,NECOCHEA
6854012,HUETEL
6112019,WARNES
6805009,GENERAL PACHECO
6028004,CLAYPOLE
6189024,ORIENTE
6581030,SAN CALA
6147016,MOCTEZUMA
6511003,LAS ARMAS
6805005,DIQUE LUJAN
6134001,ALEJANDRO PETION
6371047,VILLA CORONEL JOSE M. ZAPIOLA
6091007,JUAN MARIA GUTIERREZ
6648001,GUERNICA
6098004,BERISSO
6270014,ZONA AEROPUERTO INTERNACIONAL EZEIZA
6651022,PUAN
6364003,GENERAL RODRIGUEZ
6322007,LA COLINA
6385016,SAN EMILIO
6455015,LAS FLORES
6469017,PASTEUR
6497012,OPEN DOOR
6028011,MINISTRO RIVADAVIA
6658004,DON BOSCO
6007001,ZONA RURAL
6224024,PUENTE LAGO
6294002,ASCENSION
6728025,BARRIO SAN FRANCISCO
6686006,GUIDO SPANO
6638010,MAQUINISTA SAVIO
6833005,COPETONAS
6063045,EL CERRO
6392028,SANTA REGINA
6679009,GONZALEZ MORENO
6679018,VALENTIN GOMEZ
6638027,MANZONE
6638009,MANZANARES
6189001,APARICIO
6581008,EL PALOMAR
6638042,BARRIO PARQUE PELLEGRINI
6385018,ACHAVAL
6014022,SANTA MARIA
6483027,BARRIO LOS HORNOS
6819018,PELICURA
6826036,LA CANDELARIA
6077009,EL CONTADOR
6007041,MASALLE
6469025,ESTACION SAN JUAN
6574009,KILOMETRO 83
6763010,VILLA ESPERANZA
6042046,SAN JUSTO
6357036,QUINTAS DE PERALTA RAMOS
6532001,AGOTE
6728008,HEAVY
10070103,QUIROS
10084029,SAUJIL
10007008,EL BOLSON
10035007,BELEN
10035027,EL TOLAR
10035062,PAPA CHACRA
10035002,ALTO EL BOLSON
10105031,EL SALADO
10098031,LAS CAÑAS
10042043,TRAMPASACHA
10014010,CAÑADA DE PAEZ
10014022,EL HUAYCO
10014026,EL TACO
10014055,POTRERO DE LOS CORDOBA
10091047,TORO YACO
10112007,LAS ESQUINAS
10084022,RETIRO
10070066,LA QUINTA
10112011,SAN ISIDRO
10056069,TAPSO
10091040,PALOMA YACO
14007014,EL QUEBRACHO
14140134,COLONIA EUGENIA
14140132,COLONIA AMALIA
14161013,LAS PERDICES
14147080,VILLA BUENA ESPERANZA
14063021,MARCOS JUAREZ
14077043,EL MEDANITO
14098072,MALENA
14049024,JAIME PETER
14049055,VILLA QUILINO
14168007,CAÑADA DE LUQUE
14168045,BELEN
14007035,SAN AGUSTIN
14154003,CAMINIAGA
14140146,CAMPO LAS VIBORAS
14140124,CAMPO LAVALLE
14063063,COLONIA EL CHAJA
14063004,CAPITAN GENERAL BERNARDO O'HIGGINS
14147075,SOCAVONES
14056002,ASSUNTA
14140089,MORTEROS
14133073,LAS ACHIRAS
14098039,LA BARRANQUITA
14119014,LOS CHAÑARITOS
14112014,LA CAÑADA
14042001,ARROYO ALGODON
14063035,COLONIA SICK
14056035,COLONIA CAMPO ALBANO
14035011,LECUEDER
14175048,GUAYASCATE
14126027,NONO
14161054,CAMPO MARENGO
14063019,LEONES
14140161,CAMPO LOPEZ
14161016,OLIVA
14070009,ESTANCIA DE GUADALUPE
14175029,LUCIO V. MANSILLA
14021002,AGUA DE ORO
14105025,EL TOSTADO
14105040,LAS AVERIAS
14105086,COLONIA LA ARGENTINA
14105070,PUESTO PUCHETA
14105030,LA CAÑADA
14140099,POZO EL CHAYA
14028108,EL ABRA
14056030,COLONIA SANTO TOMA
14140129,COLONIA LA TRINCHERA
14133052,LOS ROMEROS
14021056,MALVINAS ARGENTINAS
14147060,MONTE RALO
14126069,PUENTE DEL CURA
14091059,SAN ESTEBAN
14091026,EL CARRIZAL
14126056,EL VOLCAN
14049065,RIO DE LAS MANZANA
14161037,EL CALLEJON NORTE
14021019,COLONIA VICENTE AGÜERO
14147103,LOS ESPINILLOS
14175059,SOCAVONES
14021045,LA GRANJA
14140048,COLONIA VIGNAUD
14070012,LA ARGENTINA
14126010,EL HUAYCO
14140058,EL PINO
14175016,EL TUSCAL
14168001,AGUA DE LAS PIEDRAS
14028123,PUESTO DEL GALLO
14091047,LOS GIGANTES
14168050,LA ESTRECHURA
18035019,EL CEIBO
18063019,COSTA DE SANTA LUCIA
18049037,MALEZAL
18049041,MALVINAS SUR
18049018,EL CARMEN
18091050,PALERMO
18161062,LUJAN
18035007,AVALOS
18021028,SAN CAYETANO
18126001,ANGUA
18126041,SAN LORENCITO
18126012,COLONIA OFICIAL SARGENTO JUAN B. CABRAL
18084015,LIBERTAD
18042049,VILLA SAN ISIDRO
18091024,LA LOMA
18084031,ISLA APIPE CHICO
18070090,VILLA LEONOR
18098023,MBURUCUYA
18070069,PASO LOS ANGELES
18070080,SAN GREGORIO
18028013,CONCEPCION
18007022,RAICES NORTE
18168082,CAILAR CUE
18133027,SANTA ANA
18154002,ARROYO BALMACEDA
18168021,ESTACION CAZA PAVA
22014044,PUERTO EVA PERON
22070002,CAMPO LARGO
22133018,QUITILIPI
22007063,TACO POZO
22021025,PRESIDENCIA ROQUE SAENZ PEÑA
22105011,LAS BREÑAS
22098007,CORONEL DU GRATY
22056017,MAKALLE
22119016,PRESIDENCIA DE LA PLAZA
26049009,LAGUNITA SALADA
26042007,DOLAVON
26021014,RADA TILLY
26021006,DIADEMA ARGENTINA
30021023,GENERAL RAMIREZ
30021036,ESTACION CAMPS
30098042,COLONIA 5TA ENSANCHE MAYO
30088013,COLONIA SANTA MARGARITA
30088005,SAN SALVADOR
30091035,COLONIA EL CLAVO
30028006,COLONIA LA PAZ
30070004,ALCARAZ SEGUNDO
30070054,DISTRITO ALCARAZ SEGUNDO
30070018,COLONIA VIRARO
30113036,RAICES OESTE
30035025,FEDERAL
30056036,COSTA SAN ANTONIO
30021032,COLONIA SANTAFESINA
30021008,ALDEA VALLE MARIA
30084031,HERNANDARIAS
30084080,PUERTO VIBORAS
30008048,VILLA ELISA
30084037,MARIA GRANDE
30084067,COLONIA OFICIAL 4
30084052,SAUCE PINTO
30008043,PUEBLO HOCKER
30008040,LA CLARITA
30070013,COLONIA LA PROVIDENCIA
30070045,SIR LEONARD
30070025,ESTACAS
30049021,PASO DE ALONSO
30084056,TEZANOS PINTO
30035050,COLONIA SANTA LUCIA
30042005,ESTACION PALO A PIQUE
30042015,CHAÑAR
30042018,DISTRITO MANANTIALES
30035052,LAS DELICIAS
34056020,BAÑADERO
34042047,LAGUNA GALLO
34042038,ISLA AZUL
34007246,LOS CIENEGUITOS
34035147,EL DIVISADERO
34035539,SAN CARLOS
34035598,URBANA VIEJA
34021056,GENERAL LUCIO V. MANSILLA
34049126,JOSE MARIA PAZ
34049022,COLONIA SUDAMERICANA
34049082,MARCA M
34056047,COLONIA EL ALBA
34007199,POZO DE MOLINA
34056180,LA SIRENA
34028084,COMUNIDAD ABORIGEN WICHI FWINAFWAS
34056164,KILOMETRO 142
34042071,SAN CARLOS
34035629,VILLA MARIN
34056094,EL GATO
34007055,EL CHURCAL
34049021,COLONIA SARMIENTO
34035090,COLONIA SAN PEDRO
34035065,COLONIA CEFERINO NAMUNCURA
34063003,CAMPO DEL ACHA
34063057,LOTE 1
34063096,EL QUEBRACHO
34063094,EL CRUCE
34063093,EL CHORRO
34007134,LA RINCONADA
34056230,PILAGAS III
34056102,EL PIQUETE
34049127,LAGUNA BLANCA
34063111,LA BATERIA
34035620,COLONIA DANTE SANDRELLI
34042097,COLONIA ABORIGEN
38014025,LA OVEJERIA/OVEJERIA
38094036,HORNILLOS
38028018,CHAUPI RODEO
38028090,TRES CRUCES
38063023,LA ESPERANZA
38105056,VALLE COLORADO
38112082,SURIPUGIO
38112017,CASTI
38112016,CARA - CARA
38112026,CONDOR
38112096,LLULLUCHAYOC
38007161,AGUA CALIENTE DE LA PUNA
38049018,MINA PIRQUITAS
38094078,YALA DE MONTE CARMELO
38084014,CORANZULI
38014020,EL MILAGRO
38028057,MIYUYOC
38063040,PIEDRITAS
38063011,DON DAVID
42147005,TRENEL
42056008,SARAH
42056005,INTENDENTE ALVEAR
42154002,CHACHARRAMENDI
42154001,ATALIVA ROCA
46014036,LA CAÑADA
46014041,SAN LORENZO
46014044,SAN PEDRO
46014006,EL BARREAL
46119010,CHAUPIHUASI
46119007,SALICAS
46042001,CHILECITO
46028006,EL CARDON
46042002,COLONIA ANGUINAN
46063033,MONTE GRANDE
46042012,MALLIGASTA
46105017,SALINA DE BUSTO
46091057,TRES DE MAYO
46112056,LA JARILLA
46070002,ATILES
46084043,LOS ALANIZ
46084011,COLONIA ORTIZ DE OCAMPO
46105007,LOS COLORADOS
46070003,BALDE DE AMAYA
46021001,AGUA BLANCA
50007002,MENDOZA
50028001,BERMEJO: BARRIOS SANTAROSA Y JARDIN EL SAUCE (GUAYM
50105046,REAL DEL PADRE
50028002,BUENA NUEVA (GUAYMALLEN)
50063009,CHACRAS DE CORIA - INCLUYE EST. PASO DE LOS ANDES
50035012,PHILLIPS
50042014,LA MENTA
50126014,VILLA BASTIAS
50126013,TUPUNGATO
50126016,OJO DE AGUA
50084023,REDUCCION DE ABAJO - INCLUYE BARRIO ALMAFUERTE
50056030,SAN FRANCISCO
50070001,BAJO LUNLUNTA
50098014,MONTECASEROS
50014002,CANALEJAS
50119013,VILLA SECA
50077020,RIO BARRANCAS
50028999,NO FIGURA EN TABLA
50091020,VILLA EL CHACON
54070009,DOS ARROYOS
54091008,GUARANI
54049017,SAN ANTONIO
54119036,EL BARRERITO
54119029,LIBERTAD
54077018,PUERTO MINERAL
54098040,DOMINGO SAVIO
58105025,LOS ALAZANES
58077011,CAYANTA
58049013,JUNIN DE LOS ANDES
58049007,CHIQUILIHUIN (RAI)
58035037,VILLA EL CHOCON
58084019,HUALCUPEN
58112056,CARRO QUEBRADO
62042028,GENERAL ROCA
62042026,GENERAL ENRIQUE GODOY
62028007,COLONIA SAN JUAN
62042055,LA PARRA
62070007,CERRO ALTO/CERRO EL PANTANOSO
62070032,PILCANIYEU DEL LIMAY
62049023,PRAHUANIYEU
62056003,CHACAY HUARRUCA
62077022,PLAYAS DORADAS
66154077,LA ANGOSTURA
66119048,SECLANTAS ADENTRO
66119003,AMAICHA
66063043,LA BODEGUITA
66140009,ANTILLA
66056353,TONONO
66112030,EL GALPON
66007535,TOLLOCHE
66126060,FINCA CAMPO LA PIEDRA
66126032,EL CARMEN
66133096,EL MILAGRO
66056291,PROFESOR SALVADOR MAZZA
66056262,PADRE LOZANO
66056040,CARBONCITO
66161094,NAZARENO
66007037,CENTRO 25 DE JUNIO
66007113,EL PORVENIR
66007248,LA ARGENTINA
66133200,LA MERCED
66042070,LA ZANJA
66161161,VIZCACHANI
66070063,VOLCAN HIGUERAS
66133002,AGUA VERDE
66133386,MAGDALENA
66133384,LAS VERTIENES
66133071,EL COLGAO
66056389,MISION EL LAPACHO I
66161131,RODEO PAMPA
70049013,IGLESIA
70070012,VILLA ABERASTAIN
70042007,VILLA SARMIENTO
70035019,VILLA INDEPENDENCIA
70056026,NIQUIVIL
70056037,"SAN ROQUE,ESTACION LOS DIAGUITAS"
70119014,LOS BALDECITOS
70098009,BARRIO BERMEJITO
70070007,ESTACION LA RINCONADA
74063029,LA VERTIENTE
74063060,TALA VERDE
74028006,CORTADERAS
74028002,BALCARCE
74063014,EL PARAGUAY
74028011,EL CHURRASCO
74007999,NO FIGURA EN TABLA
74007084,LA AGUADA
74007083,SANTA ANA
74014041,LOS MOLLES
74014049,SAN ANTONIO
74035017,LAS ISLETAS
74028043,SAN PABLO
74063003,CABEZA DE NOVILLO
74035025,RIO QUINTO
74028048,VILLA DEL CARMEN
78049034,GOBERNADOR GREGORES
82042049,VILLA CAÑAS
82070037,SAN CARLOS CENTRO
82056005,CAÑADA DE GOMEZ
82056021,SAN RICARDO
82014001,AREQUITO
82112013,GOBERNADOR CRESPO
82014012,HANSEN
82126004,CASTELAR
82070031,PROGRESO
82049056,VILLA GUILLERMINA
82007002,BOUQUET
82077014,MONTEFIORE
82021014,COLONIA CELLO
82091032,MOISES VILLE
82063015,MONTE VERA
82126014,LAS BANDURRIAS
82133002,CARAGUATAY
82133035,LAS GAMAS
82133084,EL CERRITO
82028021,SANTA TERESA
82042009,CHOVET
82119003,CARCARAÑA
82028012,JUAN B. MOLINA
82021049,RAMONA
82105011,DESVIO ARIJON
82126005,CAÑADA ROSQUIN
82014005,BIGAND
82126019,SASTRE
82049046,NICANOR E. MOLINAS
82014004,BERAVEBU
82014002,ARTEAGA
82119025,TIMBUES
82042029,LAZZARINO
82028003,BOMBAL
82028020,RUEDA
82070030,PLAZA MATILDE
82021016,COLONIA MARGARITA
82049024,GUADALUPE NORTE
86028018,COLONIA DORA
86133069,VILLA NUEVA
86133022,RAPELLI
86133055,EL CORRALITO
86014123,RANCHITOS
86014174,EL BAJO
86014168,EL YUNCHANCITO
86119064,OBRAJE MARIA ANGELICA
86063107,SOL DE MAYO
86028088,TALA ATUN
86028006,CALOJ
86035137,NUEVA LIBANO
86140039,PAZO DE LOS OSCARES
86126014,PAMPA GRANDE
86056078,TRES VARONES
86056015,EL CEIBAL
86056022,EL TUNQUELEN
86021032,PALOMA
86140033,LA BLANQUITA
86140015,SANTA ANA
86140025,EL ALGARROBAL
86161007,VILLA HIPOLITA
86175077,SUNCHO POZO
86175093,TIO POZO
86091060,SAN CRISTOBAL
86091046,MISTOL PUESTO
86035089,PAMPA MAYO
86126018,SURI POZO
86070032,JUME VIEJO/JUMI VIEJO
86035008,ARDILES
86035074,LOS GALLARDO
86105037,SAUCE
86105041,VILLA VIEJA
86056070,SANTA CRUZ
86084094,LA GUANPACHA
86084085,SAN RAMON
86098999,NO FIGURA EN TABLA
86133058,QUEBRACHO COTO
86098009,LLAJTA MAUCA
86049015,EL ZANJON
86119021,LIBERTAD
86119017,GRANADERO GATICA
86063091,SAN PEDRO
86063106,SOBREMONTE
86028066,REAL SAYANA
86063030,EL RODEO/RODEO
86189035,SAN VICENTE
86147040,CHAÑAR POCITO
86175006,BARRANCAS COLORADAS
86070096,SAN SALVADOR
86070051,LA INVERNADA SUD
86070095,SAN ROQUE
86035999,NO FIGURA EN TABLA
86105029,PUESTO DE JUANES
86105040,VENTURA PAMPA
86119052,LA FORTUNA
86014176,EL MORADITO
86133052,TORO HUMAN
90070002,ACHERAL
90070102,LEON ROUGES
90063082,POTRERO GRANDE
90007173,LA RAMADA
90021014,COCHA MOLLE/LOS COCHAMOLLES
90049014,EL CORRALITO
90007291,TACO PALTA
90014012,BLANCO POZO
90091116,VILLA CHICLIGASTA
90091117,YACUCHIRI
90014064,COLONIAS 1 A 11-LUISIANA
90042016,ESCABA DE ABAJO
90056102,"LOS GOMEZ,EX ESTACION MIGUEL LILLO"
90049077,RUMI PUNCO
90056014,CARANCHO POZO
90007101,EL PUESTITO
90070097,VILLA QUINTEROS
90042046,VILLA BELGRANO
90112172,SAN ISIDRO
90112169,RODEO GRANDE
90056087,LAS MERCEDES
90119037,VILLA CARMELA
90091027,EL JARDIN
90007179,LA TOMA
90007094,EL NARANJO
90049052,LA POSTA
90056033,EL CHILCAR/EL CHIRCAL/EL CHICAL
90070089,SANTA LUCIA
94014024,PUESTO ALMANZA
2113001,CIUDAD DE BUENOS AIRES
6497031,VILLA FLANDRIA NORTE
6357010,CHAPADMALAL
6760004,MUÑIZ
6218003,CHASCOMUS
6770030,PUEBLO DOYLE
6623029,ORTIZ BASUALDO
6497003,CORTINES
6434004,LANUS (ESTE Y OESTE)
6805025,VILLA IRSA
6105025,PAULA
6714028,BARRIO LAS GLICINAS
6875053,LOS ACEBOS
6427007,ISIDRO CASANOVA
6392011,EMILIO V. BUNGE
6385013,LOS TOLDOS
6441041,CITY BELL
6826025,MARI LAUQUEN
6343006,RANCHOS
6763008,SAN NICOLAS DE LOS ARROYOS
6686029,ROJAS
6210017,O'HIGGINS
6392025,PIEDRITAS
6434030,LANUS ESTE
6007025,MAZA
6861010,VICENTE LOPEZ
6084001,BARKER
6406003,HENDERSON
6427013,TAPIALES
6595040,VILLA LA SERRANIA
6490008,TURDERA
6427010,RAFAEL CASTILLO
6581003,CLARAZ
6875039,SANTA CATALINA
6693021,EL GRAMILLAL
6515002,INGENIERO ADOLFO SOURDEAUX
6434008,VALENTIN ALSINA
6308008,LABARDEN
6518014,SANTA CLARA DEL MAR
6483006,ELVIRA
6224005,GOROSTIAGA
6840016,SANTOS LUGARES
6826001,30 DE AGOSTO
6728001,AZCUENAGA
6466006,LA HORQUETA
6707025,SALADILLO NORTE
6469018,ROBERTS
6469006,CORONEL MARTINEZ DE HOZ
6847005,INGENIERO THOMPSON
6245004,DIQUE 1
6581022,RAMON SANTAMARINA
6805001,BENAVIDEZ
6042050,ESTANCIA LANGUEYU
6819020,SIERRA DE LA VENTANA
6651005,DARREGUEIRA
6399004,CASBAS
6119001,ALTAMIRANO
6119002,BUCHANAN
6602021,LAGUNA GRANDE
6168002,CASTELLI
6547015,ZENON VIDELA DORNA
6547021,SANTA MARIA
6420003,LAS TONINAS
6742003,CRISTIANO MUERTO
6644007,VALERIA DEL MAR
6329009,LOZANO
6392026,PRADERE
6679015,SAN MAURICIO
6105024,LA CAROLINA
6476036,LAS TOSCAS
6770012,INGENIERO MONETA
6063007,EL CRUCE
6098026,LA HERMOSURA
6154027,LA TROCHA
6609014,INOCENCIO SOSA
6287007,FORTIN ESPERANZA
6105051,AVELLANEDA
6105027,SAN ANDRES
6505017,CAMPO FERRO
6805022,EL ZORZAL
6434012,LANUS
6609041,EL RANCHITO
6070010,ISLA LOS LAURELES
6270009,EZEIZA
6077010,EL NACIONAL
6441042,COLONIA URQUIZA
6168004,CERRO DE LA GLORIA (CANAL 15)
10084011,JOYANGO
10070090,PALO PARADO
10105014,COPACABANA
10077001,AMADORES
10063012,LA TERCENA
10014061,SAN JOSE
10056059,RIO DE AVILA
10070088,PALO CRUZ DE ABAJO
10014006,ANQUINCILA
10098003,ALTA GRACIA
10070033,EL MORENO
10035032,LA AGUADA
10014048,LOS MOGOTES
10035011,CONDOR HUASI
10042041,TELARITOS
10042038,SAN PABLO
14147020,COSME SUR
14042003,AUSONIA
14119100,CAMPO EL TACO
14140024,COLONIA GORHS
14119101,CAMPO AMBROGIO
14119020,PILAR
14140126,COLONIA FREYRE NOROESTE
14028061,LAS PLAYAS
14119013,LAS JUNTURAS
14028104,ZURI POZO
14126050,ALTAUTINA
14126021,LOS CALLEJONES
14161017,PAMPAYASTA NORTE
14161012,LAS ISLETILLAS
14105003,CAMPO RAMALLO
14182048,VILLA LOS PATOS
14042027,TIO PUJIO
14042039,PEDANIA YUCAT
14049044,QUILINO
14175012,EL DURAZNO
14049026,LA CANTERA
14049059,JUAN GARCIA
14084040,LAS TRES COLONIAS UNIDAS
14098081,RIO CUARTO
14133068,VILLA DOLORES
14133042,LOMA BOLA
14133058,QUEBRACHO LADEADO
14098092,VICUÑA MACKENNA
14098032,ELENA
14140046,COLONIA UNIDAD
14140019,COLONIA EL MILAGRO ESTE
14140138,COLONIA LAS PALMERAS
14140157,COLONIA EL SAUCE
14147097,KILOMETRO 15
14147100,LA ARCADIA
14028105,BAJO LINDO
14098109,COLONIA LA NUEVA
14161002,COLONIA ALMADA
14105009,CHACRAS NORTE
14140014,COLONIA BEIRO NORTE
14140003,ALTOS DE CHIPION
14035038,CAMPO LA ADELA
14084019,ROSALES
14133032,LA PRIMAVERA
14140116,VILLA CONCEPCION DEL TIO
14028044,IGLESIA VIEJA
14028080,PICHANAS
14098045,LA ESQUINA
14056039,CAMPO LA ZULEMA
14007078,SAN JOSE
14168023,LAS PEÑAS
14098025,COSTA DEL TAMBO
14098003,ALCIRA
14098020,CHUCUL
14140087,MIRAMAR
14105044,LAS GRAMILLAS
14126035,SAN LORENZO
14182041,SAN ANTONIO DE LITIN
14070033,TOSNO
14070032,TALAINI
14098129,VILLA SANTA EUGENIA
14028119,LOS ESCALONES
14028074,MEDIA NARANJA
14098015,CAMPO SANTA MARIA
14021048,LAS CHACRAS
14133053,LOS ROMEROS
14063053,COLONIA JERUSALEN
14112015,LA ESTANCIA
14105038,LA QUINTA
18063051,PASO FLORENTIN
18021006,CORRIENTES
18140014,COLONIA LLANO
18049005,BUENA VISTA
18049055,SANTA LIBRADA
18105097,YUQUERI
18091011,COSTA BATEL
18035077,TIERRA COLORADA
18161016,COLONIA JUAN RAMON VIDAL
18084021,SANTOS LUGARES
18105051,MERCEDES
18028029,LA SELVA
18168012,COLONIA UNION
18063065,VILLA SAN RAMON
18126037,RINCON DE SAN LORENZO
18042042,REAL CUE
18126004,ARROYITO
18042043,RINCON DE EMPEDRADO
18091042,SANTA LUCIA
18154006,COLONIA EL CAIMAN
18028037,ORATORIO
18028002,ARROYO CAABI
18070063,MARUCHITAS
18070076,REMANSO
18175024,SAUCE
18007015,LAS GARZAS
18133012,ENSENADA GRANDE
18133009,DESAGUADERO
18154003,BARRANQUERITAS
18140058,SANTOS LUGARES
18140001,AGUIRRE CUE
18070087,SANTILLAN
18168064,LAUREL
18028072,YAJARAVE
18063049,PALMAR GRANDE (RURAL)
22007029,LOS FRENTONES
22147010,SAMUHU
22161002,CHARADAI
22036014,GANCEDO
26014026,LELEQUE
26035007,ESQUEL
26035014,NAHUEL PAN
26035022,ALDEA ESCOLAR
26014004,CHOLILA
26028002,CAMARONES
26042001,28 DE JULIO
30063022,ARROYO BRAZO CHICO
30098044,COLONIA EL PANTANOSO
30098037,TALITA
30008023,COLONIA PEREIRA
30105013,VICTORIA
30056042,DISTRITO PEHUAJO SUD
30091003,ARROYO OBISPO
30113047,EL ACHIRAL
30113011,COLONIA SAN JORGE
30077012,CRUCESITAS
30056048,PUEBLO GENERAL BELGRANO
30084048,QUEBRACHO
30105019,DISTRITO QUEBRACHITOS
30021029,VILLA LIBERTADOR SAN MARTIN
30084018,COLONIA RIVADAVIA
30008055,COLONIA PUENTE DEL GUALEG
30008042,PUEBLO CAZES
30035046,EL GATO
30035013,COLONIA OFICIAL N°23
30049012,CUATRO MANOS
30049001,ALDEA ASUNCION
30056029,ARROYO ÑANCAY
30070037,PIEDRAS BLANCAS
30091018,GUARDAMONTE
30049029,ARROYO SEPULTURA
34056056,COLONIA EL ZAPALLITO
34056177,LA PICADITA
34049020,COLONIA SAN JUAN
34049130,RODEO TAPITI
34007250,SAN CAYETANO
34035158,EL MATADERO
34035546,SAN MARTIN I
34063014,EL ALGARROBO
34035097,COLONIA TATANE
34035035,CACIQUE COQUERO
34035272,JUAN G. BAZAN
34056090,EL COATI
34063034,EL SILENCIO
34007213,RIO MUERTO
34035250,FORTIN SARGENTO 1° LEYES
34035586,TENIENTE BROWN
34035501,POZO LARGO
34035037,CAMPO ALEGRE
34063071,PALO SECO
34056073,COPO BLANCO
34021028,COLONIA YATAY
38014017,EL CARMEN
38056011,EL CEIBAL
38021034,GUERRERO
38028092,VALIAZO
38094072,TILCARA
38094037,HUACALERA
38028040,HIPOLITO YRIGOYEN
38028028,COCTACA
38098015,CHILCAYOC
38084008,CATUA
38112043,INTI CANCHA
38112094,YAVI CHICO
38077052,SAN FRANCISCO
38112069,PUMAHUASI
38112049,LA QUIACA VIEJA
38094079,YAQUISPAMPA
38098086,TUMBAYA
38049014,LOMA BLANCA
38049029,RINCONADA
42126002,CHAMAICO
42147001,ARATA
42063004,LA HUMADA
42014002,COLONIA SAN ROSARIO
46049004,BAJO CARRIZAL
46049012,LA CUADRA
46042020,TILIMUQUI
46035033,LOS BORDOS
46063010,CORTADERAS
46035037,POZO REDONDO
46091004,BAJO HONDO
46091067,LA INDUSTRIA
46070069,TUANI
46084068,SANTA RITA DE CATUNA
46112016,CASAS VIEJAS
46056039,TAMA
46070018,EL POTRERO
46084054,OLPAS
46042025,LA PUNTILLA
50028010,GENERAL BELGRANO (GUAYMALLEN)
50028020,PEDRO MOLINA (GUAYMALLEN)
50049006,EL BORBOLLON (LAS HERAS)
50063014,LAS COMPUERTAS
50042012,EL LECHUCITO
50042015,LA GLORIOSA
50070010,FRAY LUIS BELTRAN
50056037,LA POLVOSA
50056009,EL CHICAL
50105044,PUNTA DEL AGUA
50098006,CHIMBAS
50021010,VILLA DEL PARQUE
50021002,GOBERNADOR BENEGAS (GODOY CRUZ)
50091002,CAPIZ
50077019,RANQUIL DEL NORTE
50028015,LAS CAÑAS (GUAYMALLEN)
50119006,LA PRIMAVERA
50126006,EL ZAMPAL
50035014,TRES ESQUINAS
50084019,MEDRANO
50091998,DESCONOCIDO
54063031,PUERTO ESPERANZA
54007001,APOSTOLES
54021003,CANDELARIA
54091021,VILLA UNION
54014002,ARISTOBULO DEL VALLE
54021004,CERRO CORA
54021015,VILLA VENECIA
54105006,MOJON GRANDE
54091015,PANAMBI
54035003,CONCEPCION DE LA SIERRA
54007019,TRES CAPONES
54035010,SAN JUAN DE LA SIERRA
54049007,DOS HERMANAS
54014005,COLONIA FLORIDA
54014019,CUÑA PIRU
54049008,EL PESADO
54112021,SIETE ESTRELLAS
54028023,EL PORVENIR
58084003,CAVIAHUE
58028019,SANTO TOMAS
58014022,LOS CHIHUIDOS
58084013,EL CHOLAR
58091006,BARRANCAS
