anio,id_departamento,clae6,Empleo_Varones,Empleo_Mujeres,Establecimientos_Varones,Establecimientos_Mujeres,empresas_exportadoras
2022,6581,222090,38,2,4,1,1
2022,6581,239592,22,3,1,1,0
2022,6581,241009,9,1,2,1,0
2022,6581,251101,15,2,3,1,0
2022,6581,251102,17,1,3,1,0
2022,6581,251200,23,1,3,1,0
2022,6581,261000,5,4,1,1,0
2022,6581,282909,3,1,1,1,0
2022,6581,301100,32,2,3,1,0
2022,6581,310010,2,1,1,1,0
2022,6581,331220,3,2,1,1,0
2022,6581,331900,25,2,3,2,0
2022,6581,351110,159,15,2,1,1
2022,6581,351190,3,1,1,1,0
2022,6581,351201,54,4,2,1,0
2022,6581,351320,211,61,8,4,0
2022,6581,360010,2,2,1,1,0
2022,6581,410011,193,8,38,5,0
2022,6581,422100,9,1,3,1,0
2022,6581,429090,13,2,2,1,0
2022,6581,431210,56,3,10,1,0
2022,6581,432190,79,6,11,1,0
2022,6581,439100,11,2,4,2,0
2022,6581,439990,130,6,20,5,0
2022,6581,451110,33,6,6,3,0
2022,6581,451190,33,15,3,3,0
2022,6581,451210,12,4,6,4,0
2022,6581,451290,3,2,3,2,0
2022,6581,452990,29,3,14,3,0
2022,6581,453100,6,1,3,1,0
2022,6581,453210,19,2,5,2,0
2022,6581,453291,31,5,18,5,0
2022,6581,454010,3,1,3,1,0
2022,6581,461011,633,79,44,29,9
2022,6581,461012,9,2,2,2,2
2022,6581,461014,39,2,3,2,0
2022,6581,461019,2,1,1,1,0
2022,6581,461021,1,1,1,1,0
2022,6581,461040,8,3,2,2,0
2022,6581,461094,3,1,2,1,0
2022,6581,462120,10,1,3,1,0
2022,6581,462131,129,9,4,4,4
2022,6581,463111,8,2,2,1,0
2022,6581,463112,1,2,1,1,0
2022,6581,463121,6,2,3,1,0
2022,6581,463160,18,9,2,2,0
2022,6581,463170,1,1,1,1,0
2022,6581,463180,31,10,1,1,0
2022,6581,463199,45,6,8,1,0
2022,6581,463219,25,3,3,1,0
2022,6581,463220,12,1,3,1,0
2022,6581,463300,35,2,1,1,0
2022,6581,464130,1,1,1,1,0
2022,6581,464212,4,1,1,1,0
2022,6581,464222,5,5,1,1,0
2022,6581,464320,10,2,2,2,0
2022,6581,465210,6,3,3,1,0
2022,6581,465310,8,3,3,2,0
2022,6581,465990,17,2,1,2,0
2022,6581,466110,15,3,3,2,0
2022,6581,466121,7,2,2,2,0
2022,6581,466129,13,14,1,1,0
2022,6581,466200,2,2,1,1,0
2022,6581,466310,13,3,3,3,0
2022,6581,466932,9,4,4,4,0
2022,6581,469090,12,4,2,1,0
2022,6581,471110,24,19,1,1,2
2022,6581,471120,113,65,14,9,3
2022,6581,471130,16,17,11,15,0
2022,6581,471190,6,9,4,6,0
2022,6581,472111,8,13,1,5,0
2022,6581,472120,20,11,15,7,0
2022,6581,472130,11,3,6,3,0
2022,6581,472140,12,13,8,7,0
2022,6581,472160,21,16,8,8,0
2022,6581,472171,55,47,21,24,0
2022,6581,472172,3,6,2,4,0
2022,6581,472190,8,14,7,8,0
2022,6581,473000,207,63,23,17,0
2022,6581,474010,24,5,5,1,0
2022,6581,475190,3,6,2,4,0
2022,6581,475230,42,10,14,5,0
2022,6581,475240,34,4,8,2,0
2022,6581,475250,5,1,3,1,0
2022,6581,475270,4,3,1,1,0
2022,6581,475290,61,15,12,8,0
2022,6581,475300,48,20,10,8,0
2022,6581,475410,13,5,5,3,0
2022,6581,475420,3,1,1,1,0
2022,6581,475440,1,7,1,2,0
2022,6581,475490,6,5,1,3,0
2022,6581,476110,3,3,2,3,0
2022,6581,476130,9,10,6,4,0
2022,6581,476310,7,6,5,4,0
2022,6581,476320,1,1,1,1,0
2022,6581,476400,1,5,1,4,0
2022,6581,477130,1,18,1,10,0
2022,6581,477140,9,8,3,2,0
2022,6581,477190,15,96,14,51,0
2022,6581,477310,29,114,14,32,0
2022,6581,477320,1,6,1,5,0
2022,6581,477410,4,12,3,5,0
2022,6581,477420,1,3,1,2,0
2022,6581,477450,1,10,1,5,0
2022,6581,477470,2,1,1,1,0
2022,6581,477490,8,7,3,4,0
2022,6581,478010,1,2,1,2,0
2022,6581,491110,5,1,2,1,0
2022,6581,492110,92,3,2,1,0
2022,6581,492120,1,2,1,2,0
2022,6861,851020,1346,4195,55,65,0
2022,6861,852100,361,875,10,10,0
2022,6861,852200,34,95,3,3,0
2022,6861,853100,21,40,2,2,0
2022,6861,853201,7,13,1,1,0
2022,6861,854910,5,22,4,4,0
2022,6861,854930,2,4,1,2,0
2022,6861,854940,17,83,5,5,0
2022,6861,854950,2,2,2,1,0
2022,6861,854990,20,59,6,9,0
2022,6861,861010,138,352,7,8,0
2022,6861,861020,45,112,9,10,0
2022,6861,862110,7,36,2,11,0
2022,6861,862120,16,45,5,6,0
2022,6861,862200,10,123,6,62,0
2022,6861,863110,13,68,5,12,0
2022,6861,863120,250,598,5,7,0
2022,6861,863190,3,7,3,4,0
2022,6861,863200,11,49,8,9,2
2022,6861,863300,5,14,3,6,0
2022,6861,864000,16,14,4,8,0
2022,6861,869010,13,13,2,5,0
2022,6861,869090,443,969,41,77,0
2022,6861,870210,37,401,14,34,0
2022,6861,870220,2,15,2,3,0
2022,6861,870990,3,8,1,1,0
2022,6861,880000,3,9,1,1,0
2022,6861,900030,57,7,7,3,1
2022,6861,900091,7,4,5,1,0
2022,6861,910100,1,4,1,3,0
2022,6861,920001,13,45,13,23,0
2022,6861,920009,13,18,5,9,0
2022,6861,931010,293,92,25,19,0
2022,6861,931020,37,33,8,12,2
2022,6861,931030,10,1,3,1,0
2022,6861,931041,3,1,1,1,0
2022,6861,931042,16,6,3,3,0
2022,6861,931050,18,23,3,4,0
2022,6861,931090,10,6,5,5,0
2022,6861,939090,5,2,2,2,0
2022,6861,941100,1,5,1,4,0
2022,6861,941200,1,4,1,4,0
2022,6861,942000,79,39,7,6,0
2022,6861,949100,653,660,25,28,0
2022,6861,949910,91,34,7,5,0
2022,6861,949920,534,216,424,211,0
2022,6861,949990,257,388,46,64,0
2022,6861,951100,15,7,7,4,0
2022,6861,951200,30,5,3,2,0
2022,6861,960102,194,46,9,9,0
2022,6861,960201,21,54,14,27,0
2022,6861,960202,5,34,2,14,0
2022,6861,960300,11,7,3,4,0
2022,6861,960990,114,56,57,28,1
2022,6861,990000,6,4,2,3,0
2022,6868,11211,1,1,1,1,0
2022,6868,14113,13,1,7,1,0
2022,6868,14410,4,2,1,1,0
2022,6868,14810,6,3,1,1,0
2022,6868,105030,2,6,2,3,0
2022,6868,107110,12,1,2,1,0
2022,6868,107129,11,17,4,5,0
2022,6868,107301,2,16,2,2,0
2022,6868,107410,15,1,5,1,0
2022,6868,161001,7,1,1,1,0
2022,6868,181109,2,2,1,1,0
2022,6868,202312,3,3,1,1,0
2022,6868,239592,16,2,1,1,0
2022,6868,310010,4,1,2,1,0
2022,6868,351110,55,16,1,1,0
2022,6868,351320,100,31,1,1,0
2022,6868,360020,13,6,2,3,0
2022,6868,381100,80,6,1,1,0
2022,6868,410011,74,14,28,5,0
2022,6868,431210,13,3,2,1,0
2022,6868,451210,4,1,1,1,0
2022,6868,452990,3,3,3,1,0
2022,6868,453291,7,2,5,2,0
2022,6868,454010,4,1,3,1,0
2022,6868,461040,11,17,1,1,0
2022,6868,463111,2,1,1,1,0
2022,6868,463112,15,2,4,1,0
2022,6868,463159,1,4,1,3,0
2022,6868,463160,9,4,1,1,0
2022,6868,463199,19,7,2,3,0
2022,6868,463211,8,1,2,1,0
2022,6868,463219,37,7,1,1,0
2022,6868,463220,5,1,2,1,0
2022,6868,465690,1,2,1,1,0
2022,6868,471110,16,22,2,2,4
2022,6868,471120,66,36,12,11,0
2022,6868,471130,70,38,24,19,0
2022,6868,471190,12,12,6,5,0
2022,6868,471900,1,1,1,1,0
2022,6868,472112,8,7,2,4,0
2022,6868,472120,10,9,4,6,0
2022,6868,472130,11,3,4,1,0
2022,6868,472140,1,1,1,1,0
2022,6868,472150,3,2,1,1,0
2022,6868,472160,3,4,3,3,0
2022,6868,472171,38,36,13,15,0
2022,6868,472172,10,22,4,10,0
2022,6868,472190,7,14,4,9,0
2022,6868,473000,66,20,10,6,0
2022,6868,474010,1,1,1,1,0
2022,6868,475230,8,1,6,1,0
2022,6868,475240,44,10,3,2,3
2022,6868,475250,4,1,3,1,0
2022,6868,475290,29,4,4,3,0
2022,6868,475300,6,3,2,2,0
2022,6868,475410,13,6,4,4,0
2022,6868,475440,1,2,1,2,0
2022,6868,475490,1,1,1,1,0
2022,6868,476110,10,12,3,3,0
2022,6868,476130,6,13,3,5,0
2022,6868,476400,3,5,3,2,0
2022,6868,477130,1,3,1,2,0
2022,6868,477140,9,13,2,3,0
2022,6868,477190,9,68,8,37,0
2022,6868,477210,3,4,2,3,0
2022,6868,477290,1,2,1,2,0
2022,6868,477310,15,73,9,17,0
2022,6868,477320,4,8,2,4,0
2022,6868,477460,3,1,2,1,0
2022,6868,477470,3,4,2,4,0
2022,6868,477490,3,16,2,11,0
2022,6868,478090,1,1,1,1,0
2022,6868,479900,3,4,1,1,0
2022,6868,491110,1,2,1,1,0
2022,6868,492110,24,2,1,1,0
2022,6868,492120,14,12,3,4,0
2022,6868,492280,11,1,1,1,0
2022,6868,492290,20,1,3,1,0
2022,6868,523090,19,3,3,1,0
2022,6868,524130,5,1,1,1,0
2022,6868,530010,1,2,1,1,2
2022,6868,551010,3,3,1,1,0
2022,6868,551021,1,1,1,1,0
2022,6868,551022,90,144,29,39,0
2022,6868,551023,126,254,51,114,0
2022,6868,551090,16,21,10,16,0
2022,6868,552000,2,1,2,1,0
2022,6868,561011,122,101,47,48,0
2022,6868,561012,12,11,3,2,0
2022,6868,561013,76,88,8,6,0
2022,6868,561014,6,8,2,3,0
2022,6868,561019,178,156,48,43,0
2022,6868,561020,28,8,7,3,0
2022,6868,561030,22,47,5,13,0
2022,6868,581100,2,3,2,2,0
2022,6868,602200,52,21,2,2,0
2022,6868,641910,4,2,1,1,0
2022,6868,641930,15,1,2,1,0
2022,6868,651220,1,3,1,1,0
2022,6868,651310,3,9,2,3,0
2022,6868,662020,4,6,3,4,0
2022,6868,681098,21,29,14,16,0
2022,6868,681099,1,1,1,1,0
2022,6868,682010,10,11,8,10,0
2022,6868,682099,27,48,9,12,0
2022,6868,691001,2,6,1,6,0
2022,6868,691002,3,5,2,4,0
2022,6868,692000,8,21,5,12,0
2022,6868,702092,5,6,3,2,0
2022,6868,702099,1,4,1,3,0
2022,6868,711001,4,2,2,1,0
2022,6868,711009,5,1,2,1,0
2022,6868,750000,2,1,1,1,0
2022,6868,791909,17,4,8,3,0
2022,6868,801090,63,10,2,2,0
2022,6868,812010,1,6,1,2,0
2022,6868,812090,5,16,3,3,0
2022,6868,829900,13,18,5,6,0
2022,6868,841900,3,5,1,1,0
2022,6868,842300,13,2,1,1,0
2022,6868,842500,1,1,1,1,0
2022,6868,851020,68,308,6,6,0
2022,6868,852200,24,42,1,1,0
2022,6868,862110,1,7,1,3,0
2022,6868,862120,3,5,2,2,0
2022,6868,862200,1,2,1,2,0
2022,6868,863200,2,2,1,1,0
2022,6868,869090,4,11,2,3,0
2022,6868,870210,2,8,1,2,0
2022,6868,920001,4,5,3,5,0
2022,6868,931010,9,6,3,3,0
2022,6868,931020,6,3,1,1,0
2022,6868,939020,12,15,4,6,0
2022,6868,939030,12,5,2,2,0
2022,6868,939090,20,9,9,6,0
2022,6868,941100,1,6,1,3,0
2022,6868,942000,72,102,12,12,0
2022,6868,949920,119,129,98,102,0
2022,6868,949930,103,20,1,1,0
2022,6868,949990,29,59,8,16,0
2022,6868,960102,11,11,4,6,0
2022,6868,960300,3,1,1,1,0
2022,6868,960990,34,19,7,9,0
2022,6875,11112,19,3,8,3,0
2022,6875,11130,25,9,1,1,0
2022,6875,11329,154,42,55,15,14
2022,6875,11331,12,2,3,1,2
2022,6875,13019,7,1,2,1,2
2022,6875,14113,273,16,118,13,0
2022,6875,14510,32,6,1,1,0
2022,6875,16119,14,1,7,1,0
2022,6875,16190,4,1,4,1,1
2022,6875,89300,102,8,3,2,0
2022,6875,101099,29,2,1,1,0
2022,6875,106110,4,2,1,1,0
2022,6875,107121,2,1,2,1,0
2022,6875,107129,3,1,2,1,0
2022,6875,107999,41,5,1,1,2
2022,6875,108000,67,6,6,3,0
2022,6875,139204,2,3,1,1,0
2022,6875,282120,28,2,4,2,0
2022,6875,331900,14,1,1,1,2
2022,6875,351320,93,21,8,8,0
2022,6875,360020,38,2,5,2,0
2022,6875,432190,4,1,1,1,0
2022,6875,453291,6,1,5,1,0
2022,6875,461011,17,2,3,2,1
2022,6875,462120,1,1,1,1,0
2022,6875,462131,1,1,1,1,2
2022,6875,462190,8,5,1,1,0
2022,6875,463129,1,1,1,1,0
2022,6875,463140,75,44,19,17,24
2022,6875,463220,9,1,1,1,0
2022,6875,464310,3,3,1,1,0
2022,6875,465990,3,2,2,1,0
2022,6875,466110,5,1,2,1,0
2022,6875,466330,15,2,1,1,0
2022,6875,466932,6,1,2,1,0
2022,6875,469090,1,1,1,1,0
2022,6875,471120,34,23,5,6,0
2022,6875,471130,5,9,4,6,0
2022,6875,471190,2,11,2,4,0
2022,6875,472120,1,2,1,1,0
2022,6875,472130,2,1,2,1,0
2022,6875,472140,1,4,1,1,0
2022,6875,472171,4,2,2,2,0
2022,6875,472190,3,4,2,2,0
2022,6875,473000,68,43,13,9,0
2022,6875,474010,5,2,1,1,0
2022,6875,475230,18,1,9,1,0
2022,6875,475290,14,6,5,3,0
2022,6875,475410,2,2,1,1,0
2022,6875,475490,1,4,1,3,0
2022,6875,477190,1,8,1,3,0
2022,6875,477220,1,1,1,1,0
2022,6875,477310,7,21,5,10,0
2022,6875,491110,11,4,1,1,0
2022,6875,492120,18,6,4,3,0
2022,6875,492150,39,1,1,1,0
2022,6875,492250,6,1,2,1,0
2022,6875,492290,34,1,8,1,0
2022,6875,551022,3,21,3,7,0
2022,6875,551023,6,8,1,1,0
2022,6875,561011,6,6,1,1,0
2022,6875,602310,5,1,2,1,0
2022,6875,611090,4,2,2,2,0
2022,6875,641930,9,15,4,4,0
2022,6875,681098,6,1,3,1,0
2022,6875,681099,20,6,5,3,0
2022,6875,691002,4,1,3,1,0
2022,6875,692000,1,10,1,8,0
2022,6875,702092,10,2,4,1,0
2022,6875,731009,1,1,1,1,0
2022,6875,750000,1,2,1,2,0
2022,6875,780000,9,1,2,1,0
2022,6875,812010,2,11,1,2,0
2022,6875,829200,27,28,10,8,2
2022,6875,851020,22,77,4,4,0
2022,6875,869090,1,1,1,1,0
2022,6875,870210,4,8,1,1,0
2022,6875,920001,1,5,1,4,0
2022,6875,931010,2,1,2,1,0
2022,6875,942000,1,8,1,7,0
2022,6875,949100,1,28,1,1,0
2022,6875,949990,26,15,18,7,0
2022,6875,960990,4,5,2,1,0
2022,6882,11119,63,6,10,5,0
2022,6882,11211,22,4,5,2,0
2022,6882,12490,35,25,7,6,2
2022,6882,14113,37,6,10,3,0
2022,6882,14221,20,3,3,1,2
2022,6882,14810,6,1,3,1,0
2022,6882,14820,29,1,2,1,0
2022,6882,61000,106,24,3,3,6
2022,6882,91000,4,2,1,1,2
2022,6882,101012,21,4,1,1,2
2022,6882,101020,149,22,6,2,8
2022,6882,105030,4,7,2,2,2
2022,6882,106110,107,15,1,1,2
2022,6882,107129,20,16,8,6,0
2022,6882,107309,6,9,2,2,0
2022,6882,107410,7,8,1,4,0
2022,6882,107999,27,30,1,1,0
2022,6882,108000,16,4,2,2,4
2022,6882,110300,1160,96,2,1,2
2022,6882,110411,30,3,1,1,0
2022,6882,152021,1,1,1,1,0
2022,6882,161001,12,2,3,2,0
2022,6882,162909,63,7,1,1,0
2022,6882,170102,121,3,1,1,2
2022,6882,170910,192,34,1,1,2
2022,6882,181109,2,1,2,1,2
2022,6882,181200,4,1,1,1,0
2022,6882,192000,2,2,1,1,0
2022,6882,201140,32,2,1,1,2
2022,6882,201409,183,30,1,1,2
2022,6882,202101,452,88,2,2,4
2022,6882,202908,75,7,3,2,5
2022,6882,210010,37,6,1,1,2
2022,6882,210020,78,57,1,1,2
2022,6882,210090,5,15,1,1,0
2022,6882,221120,19,3,2,2,0
2022,6882,222010,41,3,1,1,0
2022,6882,222090,234,31,8,5,7
2022,6882,239591,11,4,1,1,0
2022,6882,251101,23,7,7,3,0
2022,6882,251102,13,1,4,1,0
2022,6882,259100,14,1,2,1,0
2022,6882,259993,41,5,7,3,0
2022,6882,259999,18,2,4,2,0
2022,6882,279000,19,2,3,1,2
2022,6882,281900,12,2,2,2,0
2022,6882,282400,51,10,2,1,3
2022,6882,291000,7300,407,1,1,2
2022,6882,293090,382,73,3,3,4
2022,6882,301100,49,1,3,1,0
2022,6882,329030,2,1,1,1,0
2022,6882,331210,10,1,1,1,2
2022,6882,331900,4,1,2,1,0
2022,6882,351120,1268,288,1,1,0
2022,6882,351201,13,1,2,1,1
2022,6882,351320,172,109,4,5,0
2022,6882,360010,28,7,2,3,0
2022,6882,381100,135,5,3,2,0
2022,6882,381200,39,4,3,2,0
2022,6882,382020,24,5,2,1,0
2022,6882,410011,79,8,22,7,0
2022,6882,410021,367,22,27,11,0
2022,6882,421000,503,77,20,8,0
2022,6882,422100,33,5,1,1,0
2022,6882,422200,41,2,8,2,1
2022,6882,429090,134,15,16,5,0
2022,6882,431210,50,2,7,2,0
2022,6882,432190,93,5,19,5,0
2022,6882,432920,66,3,2,1,0
2022,6882,433040,11,1,3,1,0
2022,6882,439990,369,23,27,10,0
2022,6882,451110,63,51,7,6,0
2022,6882,452401,8,1,5,1,0
2022,6882,452600,29,1,3,1,0
2022,6882,452990,18,1,10,1,0
2022,6882,453100,6,1,1,1,0
2022,6882,453210,24,1,5,1,0
2022,6882,453291,38,6,9,5,0
2022,6882,454010,8,1,3,1,0
2022,6882,461040,35,69,2,2,0
2022,6882,462131,12,1,1,1,2
2022,6882,463153,1,2,1,1,0
2022,6882,463154,1,1,1,1,0
2022,6882,463160,28,14,4,2,0
2022,6882,463199,33,6,3,2,0
2022,6882,463211,20,14,1,1,0
2022,6882,463300,12,2,2,1,0
2022,6882,464221,5,2,2,1,0
2022,6882,464310,5,2,1,2,0
2022,6882,464320,2,2,1,1,0
2022,6882,464620,4,1,2,1,0
2022,6882,465930,9,1,2,1,0
2022,6882,465990,2,1,1,1,1
2022,6882,466110,28,20,4,3,0
2022,6882,466200,2,2,1,1,0
2022,6882,466330,2,1,1,1,0
2022,6882,466399,4,6,1,2,0
2022,6882,466932,17,2,5,2,4
2022,6882,469090,37,14,5,5,3
2022,6882,471110,52,74,1,1,2
2022,6882,471120,110,59,20,19,6
2022,6882,471130,4,9,3,4,0
2022,6882,471190,2,9,2,5,0
2022,6882,471900,14,28,1,4,0
2022,6882,472120,12,29,7,15,0
2022,6882,472130,33,23,16,11,0
2022,6882,472140,4,3,2,1,0
2022,6882,472160,10,4,5,2,0
2022,6882,472171,36,33,14,16,0
2022,6882,472190,14,18,3,6,0
2022,6882,473000,50,38,14,8,0
2022,6882,474010,4,3,2,2,0
2022,6882,475110,1,2,1,2,0
2022,6882,475190,1,7,1,3,0
2022,6882,475220,13,2,4,1,0
2022,6882,475230,31,6,14,4,0
2022,6882,475290,49,22,10,9,0
2022,6882,475300,27,20,8,5,0
2022,6882,475430,28,14,5,3,0
2022,6882,475440,5,18,3,7,0
2022,6882,475490,4,10,3,5,0
2022,6882,476120,1,1,1,1,0
2022,6882,476130,1,11,1,6,0
2022,6882,476310,6,2,3,2,0
2022,6882,476400,2,7,2,3,0
2022,6882,477190,8,71,6,37,0
2022,6882,477220,6,31,4,8,0
2022,6882,477230,8,8,3,3,0
2022,6882,477310,13,102,9,35,0
2022,6882,477320,4,15,2,5,2
2022,6882,477420,1,3,1,2,0
2022,6882,477440,2,1,2,1,0
2022,6882,477450,5,2,2,1,0
2022,6882,477470,5,8,4,5,0
2022,6882,477490,7,14,2,7,0
2022,6882,478010,4,3,1,1,0
2022,6882,491110,99,15,3,2,0
2022,6882,491200,81,1,1,1,0
2022,6882,492110,167,10,2,1,0
2022,6882,492120,19,5,6,4,0
2022,6882,492160,3,1,1,1,0
2022,6882,492180,17,5,3,1,0
2022,6882,492190,53,3,4,1,0
2022,6882,492229,27,1,4,1,0
2022,6882,492280,16,1,4,1,0
2022,6882,492290,623,95,47,18,2
2022,6882,502101,8,1,2,1,0
2022,6882,521010,11,1,2,1,0
2022,6882,521020,161,3,5,3,0
2022,6882,522091,3,1,1,1,0
2022,6882,522092,63,10,3,3,0
2022,6882,522099,150,31,6,3,0
2022,6882,523011,5,2,2,2,0
2022,6882,523090,376,34,8,4,2
2022,6882,524120,1,1,1,1,0
2022,6882,524190,42,8,7,3,0
2022,6882,524290,897,112,11,6,0
2022,6882,530010,7,2,2,1,3
2022,6882,551010,2,8,2,3,0
2022,6882,551023,10,27,1,5,0
2022,6882,551090,1,2,1,1,0
2022,6882,561011,49,32,14,15,0
2022,6882,561013,8,14,6,5,0
2022,6882,561019,22,67,11,16,0
2022,6882,561020,2,7,2,4,0
2022,6882,561030,2,14,1,3,0
2022,6882,562010,17,27,8,10,0
2022,6882,562091,14,7,3,1,0
2022,6882,562099,4,8,1,3,0
2022,6882,581300,12,3,1,1,0
2022,6882,601000,4,2,3,2,0
2022,6882,602200,54,18,1,1,0
2022,6882,602320,2,1,2,1,0
2022,6882,611090,60,20,4,5,6
2022,6882,612000,1,7,1,2,0
2022,6882,613000,11,5,1,1,0
2022,6882,614010,7,2,1,1,0
2022,6882,620100,5,2,3,2,0
2022,6882,620900,2,2,2,2,0
2022,6882,641910,15,10,2,2,0
2022,6882,641930,29,46,10,10,0
2022,6882,641941,1,2,1,1,0
2022,6882,649220,1,6,1,3,0
2022,6882,649290,3,19,2,6,0
2022,6882,651120,2,1,1,1,0
2022,6882,651220,10,10,2,4,0
2022,6882,651310,14,61,6,14,0
2022,6882,662020,16,40,9,14,0
2022,6882,662090,1,2,1,1,0
2022,6882,681098,23,11,11,8,0
2022,6882,681099,21,1,15,1,0
2022,6882,682091,1,5,1,5,0
2022,6882,682099,2,5,2,4,0
2022,6882,691001,13,30,6,18,0
2022,6882,691002,1,5,1,5,0
2022,6882,692000,19,27,5,17,0
2022,6882,702091,2,9,1,2,0
2022,6882,702092,23,37,8,6,0
2022,6882,702099,11,11,3,5,0
2022,6882,711009,37,19,12,10,0
2022,6882,731009,1,1,1,1,0
2022,6882,749009,105,77,4,3,0
2022,6882,773090,20,1,3,1,0
2022,6882,780000,1126,221,31,23,0
2022,6882,791100,2,1,1,1,0
2022,6882,801020,4,1,1,1,0
2022,6882,801090,70,11,14,6,2
2022,6882,812010,182,125,22,28,0
2022,6882,829900,473,97,33,24,0
2022,6882,851010,1,33,1,4,0
2022,6882,851020,98,504,11,19,0
2022,6882,852100,56,256,5,5,0
2022,6882,852200,47,82,1,1,0
2022,6882,853100,2,10,1,1,0
2022,6882,853201,3,7,1,1,0
2022,6882,854930,8,19,5,4,0
2022,6882,854940,3,27,1,1,0
2022,6882,854990,1,3,1,1,0
2022,6882,861010,23,177,1,1,0
2022,6882,862110,4,16,1,13,0
2022,6882,862120,7,8,1,2,0
2022,6882,863190,14,46,1,1,0
2022,6882,863200,23,43,3,7,0
2022,6882,864000,75,35,2,2,0
2022,6882,869090,55,139,13,32,0
2022,6882,870210,4,5,1,2,0
2022,6882,920001,4,33,4,17,0
2022,6882,920009,80,84,1,5,0
2022,6882,931010,74,39,4,5,0
2022,6882,931042,3,3,1,1,0
2022,6882,939090,5,1,1,1,0
2022,6882,941200,1,17,1,4,0
2022,6882,942000,43,46,9,17,0
2022,6882,949920,22,30,17,28,0
2022,6882,949990,70,29,15,24,0
2022,6882,960300,23,17,3,2,0
2022,6882,960990,14,4,6,3,0
2022,10007,152040,55,33,1,1,0
2022,10007,410011,35,4,3,1,0
2022,10007,471190,2,2,1,1,0
2022,10007,473000,3,3,1,2,0
2022,10007,492110,9,1,1,1,0
2022,10007,492290,6,1,1,1,0
2022,10007,681098,3,1,1,1,0
2022,10014,801090,20,2,2,1,0
2022,10021,11299,2,1,1,1,0
2022,10021,11310,6,3,1,1,0
2022,10021,12200,4,1,1,1,2
2022,10021,16130,84,12,1,1,0
2022,10021,16291,8,2,1,1,0
2022,10021,72990,181,10,1,1,2
2022,10021,89900,84,28,1,1,2
2022,10021,99000,48,1,3,1,3
2022,10021,103011,3,1,2,1,0
2022,10021,107129,13,5,3,3,0
2022,10021,202312,1,1,1,1,0
2022,10021,259301,7,5,1,1,0
2022,10021,410021,67,5,5,2,0
2022,10021,421000,6,1,4,1,0
2022,10021,429090,119,8,6,2,0
2022,10021,439100,12,1,2,1,0
2022,10021,439990,15,1,1,1,0
2022,10021,463219,6,1,2,1,0
2022,10021,464420,3,2,1,1,0
2022,10021,471120,4,2,1,1,0
2022,10021,471190,1,3,1,2,0
2022,10021,472120,11,4,3,1,0
2022,10021,472171,5,2,1,1,0
2022,10021,472190,65,6,10,3,0
2022,10021,473000,9,1,3,1,0
2022,10021,475230,1,1,1,1,0
2022,10021,475240,8,2,1,1,0
2022,10021,475290,11,2,4,1,0
2022,10021,475410,6,4,3,3,0
2022,10021,476130,1,3,1,2,0
2022,10021,477140,2,2,1,1,0
2022,10021,477310,3,18,3,9,0
2022,10021,492140,18,4,1,1,0
2022,10021,492150,6,1,2,1,0
2022,10021,492290,24,4,4,1,0
2022,10021,530010,4,2,1,1,2
2022,10021,551023,1,5,1,2,0
2022,10021,562010,19,9,3,2,0
2022,10021,641930,1,6,1,1,0
2022,10021,749009,6,1,1,1,0
2022,10021,773090,13,5,1,1,0
2022,10021,791901,3,1,1,1,0
2022,10021,801090,62,10,1,2,0
2022,10021,829900,45,8,5,5,0
2022,10021,841900,1,5,1,1,0
2022,10021,851020,25,79,2,2,0
2022,10021,862120,3,4,1,1,0
2022,10021,862200,2,2,1,1,0
2022,10021,869090,6,12,4,4,0
2022,10028,89900,447,103,2,4,5
2022,10028,410011,5,1,1,1,0
2022,10028,410021,35,1,2,1,0
2022,10028,492120,1,1,1,1,0
2022,10028,812090,3,1,1,1,0
2022,10028,829900,65,8,1,1,0
2022,10028,960102,1,1,1,1,0
2022,10035,72990,4,4,3,2,4
2022,10035,99000,3,1,1,1,2
2022,10035,110212,5,3,2,2,0
2022,10035,110300,1,1,1,1,0
2022,10035,251102,1,1,1,1,0
2022,10035,410021,86,4,2,1,2
2022,10035,429090,18,3,2,1,0
2022,10035,452220,11,2,2,1,0
2022,10035,453100,5,1,1,1,0
2022,10035,453210,7,1,3,1,0
2022,10035,454010,10,10,3,2,0
2022,10035,463121,3,2,1,1,0
2022,10035,463219,2,1,1,1,0
2022,10035,463220,7,1,1,1,0
2022,10035,471120,72,28,13,7,0
2022,10035,471130,3,1,3,1,0
2022,10035,472171,14,8,4,3,0
2022,10035,472190,24,14,5,4,0
2022,10035,473000,59,3,4,2,0
2022,10035,475230,23,5,6,3,0
2022,10035,476130,2,6,2,5,0
2022,10035,476310,5,8,1,1,0
2022,10035,477190,3,5,2,4,0
2022,10035,477310,13,8,6,3,0
2022,10035,477320,3,8,1,2,0
2022,10035,477490,1,6,1,3,0
2022,10035,523090,10,2,1,1,0
2022,10035,530010,11,4,2,2,4
2022,10035,551022,8,8,1,1,0
2022,10035,551023,2,2,2,2,0
2022,10035,561019,5,2,2,1,0
2022,10035,602310,10,1,1,1,0
2022,10035,611090,8,3,1,1,0
2022,10035,641930,12,5,1,1,0
2022,10035,649290,2,4,1,1,0
2022,10035,692000,1,1,1,1,0
2022,10035,812010,16,15,2,1,0
2022,10035,829900,4,3,2,2,0
2022,10035,851020,42,106,2,2,0
2022,10035,861010,4,6,2,2,0
2022,10035,863120,2,2,1,1,0
